genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id
GCF_002205775.2,PRJNA390680,ASM220577v2,Complete Genome,na,SAMN07248584,2017-06-27,GCA_002205775.2,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_002205775.2,,yes,major,plantarum,LPL-1,China Agricultural University,1590
GCF_004337615.1,PRJNA525556,ASM433761v1,Complete Genome,na,SAMN11053536,2019-03-11,GCA_004337615.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004337615.1,,yes,major,plantarum,EM,Kyunghee University,1590
GCF_004101645.1,PRJNA515164,ASM410164v1,Complete Genome,na,SAMN10743463,2019-01-22,GCA_004101645.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004101645.1,,yes,major,plantarum,SRCM103426,Microbial Institute for Fermentation Industry,1590
GCF_003286955.1,PRJNA392823,ASM328695v1,Complete Genome,na,SAMN07280659,2018-07-03,GCA_003286955.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003286955.1,,yes,major,plantarum,DSR_M2,Korea Food Research Institute,1590
GCF_011304595.1,PRJNA513985,ASM1130459v1,Complete Genome,na,SAMN10717828,2020-03-16,GCA_011304595.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_011304595.1,,yes,major,plantarum,LS/07,Institute of Molecular Biology SAS,1590
GCF_006770485.1,PRJNA403769,ASM677048v1,Complete Genome,na,SAMN07620858,2019-07-09,GCA_006770485.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_006770485.1,,yes,major,plantarum,pc-26,BGI,1590
GCF_004141875.1,PRJNA517971,ASM414187v1,Complete Genome,na,SAMN10849470,2019-02-06,GCA_004141875.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004141875.1,,yes,major,plantarum,SRCM103300,Microbial Institute for Fermentation Industry,1590
GCF_003020005.1,PRJNA378702,ASM302000v1,Complete Genome,na,SAMN06560050,2018-03-27,GCA_003020005.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003020005.1,,yes,major,plantarum,K25,Beijing Technology and Business University (BTBU),1590
GCF_002868755.1,PRJNA427839,ASM286875v1,Complete Genome,na,SAMN08274863,2018-01-09,GCA_002868755.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_002868755.1,,yes,major,plantarum,KC3,Handong Global University,1590
GCF_013305265.1,PRJNA636595,ASM1330526v1,Complete Genome,na,SAMN15080508,2020-06-09,GCA_013305265.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_013305265.1,,yes,major,plantarum,TCI507,"TCI Co.,LTD",1590
GCF_009913835.1,PRJNA438180,ASM991383v1,Complete Genome,na,SAMN08707603,2020-01-22,GCA_009913835.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_009913835.1,,yes,major,plantarum,SRCM101222,Microbial Institute for Fermentation Industry,1590
GCF_019076805.1,PRJNA692073,ASM1907680v1,Complete Genome,na,SAMN17313385,2021-06-30,GCA_019076805.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_019076805.1,,yes,major,plantarum,XJ25,Northwest A&F University,1590
GCF_003813125.1,PRJNA505395,ASM381312v1,Complete Genome,na,SAMN10417190,2018-11-21,GCA_003813125.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003813125.1,,yes,major,plantarum,LMT1-48,Medytox,1590
GCF_003076435.1,PRJNA381357,ASM307643v1,Complete Genome,na,SAMN06675000,2018-05-01,GCA_003076435.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003076435.1,,yes,major,plantarum,plantarum,Beijing Academy of Agriculture and Forestry Sciences,1590
GCF_004101545.1,PRJNA515145,ASM410154v1,Complete Genome,na,SAMN10743316,2019-01-22,GCA_004101545.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004101545.1,,yes,major,plantarum,SRCM103361,Microbial Institute for Fermentation Industry,1590
GCF_016775685.1,PRJNA694006,ASM1677568v1,Complete Genome,na,SAMN17492529,2021-02-01,GCA_016775685.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_016775685.1,,yes,major,plantarum,S58,Southwest University,1590
GCF_002117245.1,PRJNA343197,ASM211724v1,Complete Genome,na,SAMN05805044,2017-05-02,GCA_002117245.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_002117245.1,,yes,major,plantarum,TMW 1.25,Technische Universitaet Muenchen,1590
GCF_016066915.1,PRJNA678559,ASM1606691v1,Complete Genome,na,SAMN16812448,2020-12-15,GCA_016066915.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_016066915.1,,yes,major,plantarum,PC518,Chengdu Medical College,1590
GCF_016598735.1,PRJNA663460,ASM1659873v1,Complete Genome,na,SAMN16235222,2021-01-10,GCA_016598735.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_016598735.1,,yes,major,plantarum,PC518,Chengdu Medical College,1590
GCF_001331925.2,PRJNA295891,ASM133192v2,Complete Genome,na,SAMN04092618,2018-10-18,GCA_001331925.2,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001331925.2,,yes,major,plantarum,WLPL04,Nanchang University,1590
GCF_002117305.1,PRJNA343197,ASM211730v1,Complete Genome,na,SAMN05805047,2017-05-02,GCA_002117305.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_002117305.1,,yes,major,plantarum,TMW 1.1623,Technische Universitaet Muenchen,1590
GCF_002117285.1,PRJNA343197,ASM211728v1,Complete Genome,na,SAMN05805046,2017-05-02,GCA_002117285.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_002117285.1,,yes,major,plantarum,TMW 1.708,Technische Universitaet Muenchen,1590
GCF_001660025.1,PRJNA322423,ASM166002v1,Complete Genome,na,SAMN05162523,2016-06-08,GCA_001660025.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001660025.1,,yes,major,plantarum,LZ227,Zhejiang Gongshang University,1590
GCF_003325395.1,PRJNA479703,ASM332539v1,Complete Genome,na,SAMN09602223,2018-07-17,GCA_003325395.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003325395.1,,yes,major,plantarum,nF1,"Biogenicskorea Co., Ltd.",1590
GCF_001715615.1,PRJNA309633,ASM171561v1,Complete Genome,na,SAMN04437173,2016-08-29,GCA_001715615.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001715615.1,,yes,major,plantarum,LY-78,Heilongjiang Bayi Agricultural University,1590
GCF_004101625.1,PRJNA515156,ASM410162v1,Complete Genome,na,SAMN10743382,2019-01-22,GCA_004101625.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004101625.1,,yes,major,plantarum,SRCM103418,Microbial Institute for Fermentation Industry,1590
GCF_004141895.1,PRJNA517972,ASM414189v1,Complete Genome,na,SAMN10849471,2019-02-06,GCA_004141895.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004141895.1,,yes,major,plantarum,SRCM103303,Microbial Institute for Fermentation Industry,1590
GCF_004087995.1,PRJNA515138,ASM408799v1,Complete Genome,na,SAMN10743307,2019-01-21,GCA_004087995.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004087995.1,,yes,major,plantarum,SRCM103295,Microbial Institute for Fermentation Industry,1590
GCF_002117265.1,PRJNA343197,ASM211726v1,Complete Genome,na,SAMN05805045,2017-05-02,GCA_002117265.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_002117265.1,,yes,major,plantarum,TMW 1.277,Technische Universitaet Muenchen,1590
GCF_004141755.1,PRJNA517969,ASM414175v1,Complete Genome,na,SAMN10849468,2019-02-06,GCA_004141755.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004141755.1,,yes,major,plantarum,SRCM103297,Microbial Institute for Fermentation Industry,1590
GCF_016415605.1,PRJNA686894,ASM1641560v1,Complete Genome,na,SAMN17127455,2020-12-28,GCA_016415605.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_016415605.1,,yes,major,plantarum,SHY 21-2,Southwest University,1590
GCF_001874125.1,PRJNA352107,ASM187412v1,Complete Genome,na,SAMN05966974,2016-11-10,GCA_001874125.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001874125.1,,yes,major,plantarum,C410L1,Anhui University,1590
GCF_011022295.1,PRJNA605512,ASM1102229v1,Complete Genome,na,SAMN14069765,2020-02-26,GCA_011022295.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_011022295.1,,yes,major,plantarum,X7022,East China University of Science and Technology,1590
GCF_009759825.1,PRJNA594709,ASM975982v1,Complete Genome,na,SAMN13526687,2019-12-17,GCA_009759825.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_009759825.1,,yes,major,plantarum,83-18,FSBSI Institute of Experimental Medicine,1590
GCF_019469465.1,PRJNA609226,ASM1946946v1,Complete Genome,na,SAMN14219255,2021-08-09,GCA_019469465.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_019469465.1,,yes,major,plantarum,MSD1,International Centre for Genetic Engineering and Biotechnology,1590
GCF_009937825.1,PRJNA438180,ASM993782v1,Complete Genome,na,SAMN08707604,2020-01-28,GCA_009937825.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_009937825.1,,yes,major,plantarum,SRCM101511,Microbial Institute for Fermentation Industry,1590
GCF_001302645.1,PRJNA295007,ASM130264v1,Complete Genome,na,SAMN04038608,2015-09-29,GCA_001302645.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001302645.1,,yes,major,plantarum,HFC8,CSIR-Institute of Himalayan Bioresource Technology,1590
GCF_002220815.1,PRJNA379903,ASM222081v1,Complete Genome,na,SAMN06622701,2017-07-18,GCA_002220815.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_002220815.1,,yes,major,plantarum,GB-LP1,seoul national university,1590
GCF_012109355.1,PRJNA615955,ASM1210935v1,Complete Genome,na,SAMN14478475,2020-04-07,GCA_012109355.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_012109355.1,,yes,major,plantarum,SPC-SNU 72-2,Chungbuk National University,1590
GCF_003597635.1,PRJNA492149,ASM359763v1,Complete Genome,na,SAMN10094318,2018-09-26,GCA_003597635.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003597635.1,,yes,major,plantarum,ATG-K2,"AtoGen Co., Ltd.",1590
GCF_017576965.1,PRJNA715032,ASM1757696v1,Complete Genome,na,SAMN18323758,2021-03-24,GCA_017576965.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_017576965.1,,yes,major,plantarum,KLDS1.0386,Northeast Agricultural University,1590
GCF_003611015.1,PRJNA407985,ASM361101v1,Complete Genome,na,SAMN07672117,2018-10-03,GCA_003611015.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003611015.1,,yes,major,plantarum,NCIMB 700965,University of California Davis,1590
GCF_004328745.1,PRJNA407985,ASM432874v1,Complete Genome,na,SAMN08432977,2019-03-06,GCA_004328745.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004328745.1,,yes,major,plantarum,NCIMB700965.EF.A,University of California Davis,1590
GCF_009913795.1,PRJNA438180,ASM991379v1,Complete Genome,na,SAMN08707602,2020-01-22,GCA_009913795.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_009913795.1,,yes,major,plantarum,SRCM101187,Microbial Institute for Fermentation Industry,1590
GCF_004028295.1,PRJNA513828,ASM402829v1,Complete Genome,na,SAMN10720278,2019-01-17,GCA_004028295.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004028295.1,,yes,major,plantarum,YW11,Beijing Technology and Business University,1590
GCF_004028315.1,PRJNA513828,ASM402831v1,Complete Genome,na,SAMN10720276,2019-01-17,GCA_004028315.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004028315.1,,yes,major,plantarum,13_3,Beijing Technology and Business University,1590
GCF_001581895.1,PRJNA284878,ASM158189v1,Complete Genome,na,SAMN03734222,2016-03-08,GCA_001581895.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001581895.1,,yes,major,plantarum,Zhang-LL,Beijing University of Agricultrue,1590
GCF_003999605.1,PRJNA374486,ASM399960v1,Complete Genome,na,SAMN06324064,2019-01-08,GCA_003999605.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003999605.1,,yes,major,plantarum,Q7,Ocean University of China,1590
GCF_021279005.1,PRJNA481183,ASM2127900v1,Chromosome,na,SAMN09662691,2021-12-23,GCA_021279005.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_021279005.1,,yes,major,plantarum,022AE,Advanced Enzyme Technologies Limited,1590
GCF_003045665.1,PRJNA445630,ASM304566v1,Chromosome,na,SAMN08794385,2018-04-09,GCA_003045665.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003045665.1,,yes,major,plantarum,AS-8,"Rehman Medical Institute Peshawar, Pakistan",1590
GCF_003045725.1,PRJNA445630,ASM304572v1,Chromosome,na,SAMN08794383,2018-04-09,GCA_003045725.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003045725.1,,yes,major,plantarum,AS-6,"Rehman Medical Institute Peshawar, Pakistan",1590
GCF_003045645.1,PRJNA445630,ASM304564v1,Chromosome,na,SAMN08794387,2018-04-09,GCA_003045645.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003045645.1,,yes,major,plantarum,AS-10,"Rehman Medical Institute Peshawar, Pakistan",1590
GCF_003045705.1,PRJNA445630,ASM304570v1,Chromosome,na,SAMN08794386,2018-04-09,GCA_003045705.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003045705.1,,yes,major,plantarum,AS-9,"Rehman Medical Institute Peshawar, Pakistan",1590
GCF_015689055.1,PRJNA673774,ASM1568905v1,Chromosome,na,SAMN16623067,2020-11-25,GCA_015689055.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_015689055.1,,yes,major,plantarum,MK55,Akdeniz University,1590
GCF_001436855.1,PRJNA222257,ASM143685v1,Scaffold,na,SAMN02797770,2015-11-06,GCA_001436855.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001436855.1,,yes,major,plantarum,DSM 13273,Shanghai Majorbio,1590
GCF_001720285.1,PRJNA338087,ASM172028v1,Contig,na,SAMN05520948,2016-09-06,GCA_001720285.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001720285.1,,yes,major,plantarum,JSA22,National Academy of Agrigultural Science,1590
GCF_020131335.1,PRJNA728514,ASM2013133v1,Contig,na,SAMN19090575,2021-09-24,GCA_020131335.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_020131335.1,,yes,major,plantarum,DSM 8862,Robert Koch Institute,1590
GCF_003577505.1,PRJNA481416,ASM357750v1,Scaffold,na,SAMN09667219,2018-09-19,GCA_003577505.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_003577505.1,,yes,major,plantarum,C29,Kyung Hee University,1590
GCF_019879165.1,PRJNA757840,ASM1987916v1,Contig,na,SAMN20981939,2021-09-04,GCA_019879165.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_019879165.1,,yes,major,plantarum,LRCC5310,Chung-Ang University,1590
GCF_902386645.1,PRJEB33885,UHGG_MGYG-HGUT-02386,Contig,na,SAMEA5851890,2019-08-16,GCA_902386645.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_902386645.1,,yes,major,plantarum,MGYG-HGUT-02386,EMG,1590
GCF_004078535.1,PRJNA515101,ASM407853v1,Contig,na,SAMN10742269,2019-01-20,GCA_004078535.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004078535.1,,yes,major,plantarum,SRCM103406,ChunLab,1590
GCF_004078645.1,PRJNA515119,ASM407864v1,Contig,na,SAMN10743275,2019-01-20,GCA_004078645.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004078645.1,,yes,major,plantarum,SRCM103411,Microbial Institute for Fermentation Industry,1590
GCF_009756965.1,PRJNA543157,ASM975696v1,Contig,na,SAMN11655668,2019-12-16,GCA_009756965.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_009756965.1,,yes,major,plantarum,BK-022,Vegut LAB Inc.,1590
GCF_004055415.1,PRJNA514941,ASM405541v1,Contig,na,SAMN10738671,2019-01-19,GCA_004055415.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004055415.1,,yes,major,plantarum,SRCM 103305,Chunlab,1590
GCF_019308385.1,PRJNA602008,ASM1930838v1,Contig,na,SAMN13880208,2021-07-21,GCA_019308385.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_019308385.1,,yes,major,plantarum,wikim 18,WIKIM,1590
GCF_004055435.1,PRJNA514942,ASM405543v1,Contig,na,SAMN10738670,2019-01-19,GCA_004055435.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004055435.1,,yes,major,plantarum,SRCM 103292,Chunlab,1590
GCF_004054305.1,PRJNA514923,ASM405430v1,Contig,na,SAMN10737688,2019-01-19,GCA_004054305.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_004054305.1,,yes,major,plantarum,SRCM103287,Chunlab,1590
GCF_017581025.1,PRJNA598971,ASM1758102v1,Contig,na,SAMN13735604,2021-03-24,GCA_017581025.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_017581025.1,,yes,major,plantarum,K4,"University of California, Davis",1590
GCF_017581045.1,PRJNA598971,ASM1758104v1,Contig,na,SAMN13735605,2021-03-24,GCA_017581045.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_017581045.1,,yes,major,plantarum,8.1,"University of California, Davis",1590
GCF_020400695.1,PRJNA749634,ASM2040069v1,Contig,na,SAMN21352171,2021-10-08,GCA_020400695.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_020400695.1,,yes,major,plantarum,LPKH,Monash University,1590
GCF_001005805.1,PRJNA279324,ASM100580v1,Scaffold,na,SAMN03445817,2015-05-11,GCA_001005805.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001005805.1,,yes,major,plantarum,PS128,"Institute of Biomedical Informatics, National Yang Ming University",1590
GCF_001308305.1,PRJNA297436,ASM130830v1,Contig,na,SAMN04123802,2015-10-08,GCA_001308305.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001308305.1,,yes,major,plantarum,Nizo2877,Institute of Functional Genomics Lyon (IGFL),1590
GCF_000687495.1,PRJNA239498,ASM68749v1,Contig,na,SAMN02743874,2014-04-08,GCA_000687495.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_000687495.1,,yes,major,plantarum,AG30,DOE Joint Genome Institute,1590
GCF_900618215.1,PRJEB6403,NCTC1407,Contig,na,SAMEA104338385,2018-12-05,GCA_900618215.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_900618215.1,,yes,major,plantarum,NCTC1407,SC,1590
GCF_001444495.1,PRJNA301568,ASM144449v1,Contig,na,SAMN04266587,2015-11-17,GCA_001444495.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001444495.1,,yes,major,plantarum,CRL 1506,CERELA-CONICET,1590
GCF_002914965.1,PRJNA388854,ASM291496v1,Contig,na,SAMN07187784,2018-02-02,GCA_002914965.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_002914965.1,,yes,major,plantarum,LMG S-29189,CDI investments,1590
GCF_000764285.1,PRJNA256799,ASM76428v1,Scaffold,na,SAMN02947174,2014-10-06,GCA_000764285.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_000764285.1,,yes,major,plantarum,FMNP01,South China Agricultural University,1590
GCF_009914805.1,PRJNA388578,ASM991480v1,Contig,na,SAMN10319713,2020-01-22,GCA_009914805.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_009914805.1,,yes,major,plantarum,SF9C,IGA Technology Services Srl,1590
GCF_013753885.1,PRJNA625458,ASM1375388v1,Contig,na,SAMN14600531,2020-07-27,GCA_013753885.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_013753885.1,,yes,major,plantarum,ATCC 5870,Wageningen University and Research,1590
GCF_009863935.1,PRJNA576760,ASM986393v1,Scaffold,na,SAMN13006692,2020-01-13,GCA_009863935.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_009863935.1,,yes,major,plantarum,FUA3584,University of Alberta,1590
GCF_001633765.1,PRJNA314112,ASM163376v1,Contig,na,SAMN04528932,2016-04-28,GCA_001633765.1,full,Lactiplantibacillus,Lactiplantibacillus plantarum (firmicutes),GCF_001633765.1,,yes,major,plantarum,Nizo3892,Institute of Functional Genomics Lyon (IGFL),1590
