patric_genome_id,bgcflow_genome_id,genome_name,organism_name,taxon_id,genome_status,strain,serovar,biovar,pathovar,mlst,other_typing,culture_collection,type_strain,completion_date,publication,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,refseq_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,sequences,genome_length,gc_content,patric_cds,brc1_cds,refseq_cds,isolation_site,isolation_source,isolation_comments,collection_date,isolation_country,geographic_location,latitude,longitude,altitude,depth,other_environmental,host_name,host_gender,host_age,host_health,body_sample_site,body_sample_subsite,other_clinical,antimicrobial_resistance,antimicrobial_resistance_evidence,gram_stain,cell_shape,motility,sporulation,temperature_range,optimal_temperature,salinity,oxygen_requirement,habitat,disease,comments,additional_metadata,contig_l50,contig_n50,trna,rrnacoarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_qualitydate_created,date_modified
1899430.4,GCF_002993975.1,Lactobacillus micheneri strain Hlig3,,1899430,WGS,Hlig3,,,,,,,,2018-03-12T00:00:00Z,,PRJNA429223,SAMN08331815,GCA_002993975.1,POSO01000000,,"University of California, Riverside",,Fisher Scientific PGM ion torrent,50x,NGEN v. 12,,,12.0,,1462173.0,30.743341,1487.0,,,,Adult gut,isolated from flowers and bees: Lactobacillus micheneri sp,2013-04-11,USA,"USA: Colorado River East of Austin, TX",,,,,,Halictus ligatus,,,,,,,,,,,,,,,,,,,"Novel species of lactic acid bacteria isolated from flowers and bees: Lactobacillus micheneri sp. nov., Lactobacillus timberlakei sp. nov., and Lactobacillus quenuiae sp. nov.",sample_type:Bee Gut Microbe,2.0,395902.0,74.0,,97.4,96.7,3.2,,2018-05-31T01:02:54.663Z
1899430.8,GCF_006493195.1,Lactobacillus micheneri strain HV_32 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779819,GCA_006493195.1,QUAU01000000,,"University of California, Riverside",,Illumina MiSeq,166x,a5pipeline v. 5222015,,,9.0,,1469692.0,30.58096,1471.0,,1430.0,,Nectary,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Abutilon palmeri,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,2.0,368071.0,60.0,,97.9,,,,2019-09-30T11:00:25.600Z
1899430.9,GCF_006493225.1,Lactobacillus micheneri strain HV_14 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779816,GCA_006493225.1,QUAX01000000,,"University of California, Riverside",,Illumina MiSeq,225x,a5pipeline v. 5222015,,,15.0,,1438090.0,30.636005,1419.0,,1387.0,,Nectary,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Abutilon palmeri,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,2.0,368071.0,60.0,,97.9,,,,2019-09-30T11:00:32.134Z
1899430.10,GCF_006493235.1,Lactobacillus micheneri strain HV_29 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779814,GCA_006493235.1,QUAZ01000000,,"University of California, Riverside",,Illumina MiSeq,185x,a5pipeline v. 5222015,,,14.0,,1472729.0,30.612574,1471.0,,1431.0,,Nectary,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Abutilon palmeri,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,2.0,368071.0,60.0,,97.9,,,,2019-09-30T11:01:30.490Z
1899430.20,GCF_006493515.1,Lactobacillus micheneri strain HV_31 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779813,GCA_006493515.1,QUBA01000000,,"University of California, Riverside",,Illumina MiSeq,150x,a5pipeline v. 5222015,,,15.0,,1438116.0,30.630835,1420.0,,1386.0,,Nectary,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Abutilon palmeri,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,2.0,368071.0,60.0,,97.9,,,,2019-09-30T11:03:38.441Z
1899430.22,GCF_006493545.1,Lactobacillus micheneri strain HV_11 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779811,GCA_006493545.1,QUBC01000000,,"University of California, Riverside",,Illumina MiSeq,28x,a5pipeline v. 5222015,,,9.0,,1469740.0,30.581232,1470.0,,1429.0,,gut,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Augochlorella sp.,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,2.0,368071.0,60.0,,97.9,,,,2019-09-30T11:04:01.313Z
1899430.11,GCF_006493275.1,Lactobacillus micheneri strain HV_21 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779812,GCA_006493275.1,QUBB01000000,,"University of California, Riverside",,Illumina MiSeq,182x,a5pipeline v. 5222015,,,12.0,,1436986.0,30.617353,1421.0,,1388.0,,exoskeleton swab,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Agapostemon sp.,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,2.0,368070.0,60.0,,97.9,,,,2019-09-30T11:01:32.388Z
1899430.19,GCF_006493495.1,Lactobacillus micheneri strain HV_03 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779815,GCA_006493495.1,QUAY01000000,,"University of California, Riverside",,Illumina MiSeq,59x,a5pipeline v. 5222015,,,14.0,,1437161.0,30.623003,1420.0,,1386.0,,gut,,2015-09-14,USA,"USA: Riverside, Ca",,,,,,Seladonia tripartita,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,2.0,368044.0,60.0,,97.9,,,,2019-09-30T11:03:31.950Z
1899430.7,GCF_006493185.1,Lactobacillus micheneri strain HV_13 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779818,GCA_006493185.1,QUAV01000000,,"University of California, Riverside",,Illumina MiSeq,35x,a5pipeline v. 5222015,,,10.0,,1469645.0,30.5818,1471.0,,1430.0,,Nectary,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Abutilon palmeri,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,2.0,368041.0,60.0,,97.9,,,,2019-09-30T11:00:23.581Z
1899430.21,GCF_006493525.1,Lactobacillus micheneri strain HV_59 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779810,GCA_006493525.1,QUBD01000000,,"University of California, Riverside",,Illumina MiSeq,115x,a5pipeline v. 5222015,,,11.0,,1396549.0,30.657827,1377.0,,1347.0,,Pollen provision,,2015-07-15,USA,"USA: Logan, Utah",,,,,,Megachile rotundata,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Pollen Provision Microbe,2.0,366982.0,60.0,,97.8,,,,2019-09-30T11:03:39.896Z
1899430.12,GCF_006493295.1,Lactobacillus micheneri strain HV_05 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779809,GCA_006493295.1,QUBE01000000,,"University of California, Riverside",,Illumina MiSeq,51x,a5pipeline v. 5222015,,,11.0,,1441799.0,30.546144,1461.0,,1423.0,,gut,,2015-09-14,USA,"USA: Riverside, Ca",,,,,,Seladonia tripartita,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,2.0,356051.0,61.0,,97.9,,,,2019-09-30T11:01:38.975Z
1899430.18,GCF_006493445.1,Lactobacillus micheneri strain HV_33 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779817,GCA_006493445.1,QUAW01000000,,"University of California, Riverside",,Illumina MiSeq,59x,a5pipeline v. 5222015,,,11.0,,1435711.0,30.602976,1418.0,,1387.0,,Nectary,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Abutilon palmeri,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,2.0,355877.0,59.0,,97.9,,,,2019-09-30T11:03:24.027Z
1899430.25,GCF_006493625.1,Lactobacillus micheneri strain HV_23 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779802,GCA_006493625.1,QUBL01000000,,"University of California, Riverside",,Illumina MiSeq,70x,a5pipeline v. 5222015,,,91.0,,1630478.0,30.466354,1674.0,,1625.0,,gut,,2015-09-10,USA,"USA: Riverside, Ca",,,,,,Dialictus sp.,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,3.0,248596.0,60.0,,97.1,,,,2019-09-30T11:05:02.414Z
1899430.17,GCF_006493385.1,Lactobacillus micheneri strain HV_66 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779801,GCA_006493385.1,QUBM01000000,,"University of California, Riverside",,Illumina MiSeq,35x,a5pipeline v. 5222015,,,21.0,,1475246.0,30.416992,1489.0,,1443.0,,Pollen provision,,2016-07-22,USA,"USA: Logan, Utah",,,,,,Megachile rotundata,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Pollen Provision Microbe,3.0,202980.0,61.0,,97.8,,,,2019-09-30T11:02:37.734Z
1899430.13,GCF_006493305.1,Lactobacillus micheneri strain HV_62 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779808,GCA_006493305.1,QUBF01000000,,"University of California, Riverside",,Illumina MiSeq,45x,a5pipeline v. 5222015,,,20.0,,1449013.0,30.596035,1436.0,,1402.0,,Pollen provision,,2016-07-11,USA,"USA: Logan, Utah",,,,,,Megachile rotundata,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Pollen Provision Microbe,3.0,193967.0,61.0,,97.7,,,,2019-09-30T11:01:45.508Z
1899430.14,GCF_006493315.1,Lactobacillus micheneri strain HV_63 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779807,GCA_006493315.1,QUBG01000000,,"University of California, Riverside",,Illumina MiSeq,52x,a5pipeline v. 5222015,,,24.0,,1450921.0,30.612732,1435.0,,1403.0,,Pollen provision,,2016-07-11,USA,"USA: Logan, Utah",,,,,,Megachile rotundata,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Pollen Provision Microbe,3.0,193967.0,63.0,,97.7,,,,2019-09-30T11:02:07.154Z
1899430.23,GCF_006493565.1,Lactobacillus micheneri strain HV_67 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779806,GCA_006493565.1,QUBH01000000,,"University of California, Riverside",,Illumina MiSeq,150x,a5pipeline v. 5222015,,,24.0,,1460006.0,30.585798,1448.0,,1412.0,,Pollen provision,,2016-07-22,USA,"USA: Logan, Utah",,,,,,Megachile rotundata,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Pollen Provision Microbe,3.0,193236.0,61.0,,97.7,,,,2019-09-30T11:04:23.331Z
1899430.15,GCF_006493325.1,Lactobacillus micheneri strain HV_60 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779804,GCA_006493325.1,QUBJ01000000,,"University of California, Riverside",,Illumina MiSeq,43x,a5pipeline v. 5222015,,,39.0,,1525598.0,30.392921,1581.0,,1517.0,,Pollen provision,,2016-07-11,USA,"USA: Logan, Utah",,,,,,Megachile rotundata,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Pollen Provision Microbe,3.0,130146.0,62.0,,97.8,,,,2019-09-30T11:02:28.679Z
1899430.16,GCF_006493375.1,Lactobacillus micheneri strain HV_61 strain not applicable,,1899430,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779803,GCA_006493375.1,QUBK01000000,,"University of California, Riverside",,Illumina MiSeq,84x,a5pipeline v. 5222015,,,47.0,,1528363.0,30.414427,1599.0,,1532.0,,Pollen provision,,2016-07-11,USA,"USA: Logan, Utah",,,,,,Megachile rotundata,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Pollen Provision Microbe,3.0,128809.0,62.0,,97.8,,,,2019-09-30T11:02:30.579Z
2799578.3,GCF_016861895.1,Apilactobacillus sp. H8-1-1,,2799579,WGS,H8-1-1,,,,,,,,2021-01-16T00:00:00Z,,PRJDB7793,SAMD00270480,GCA_016861895.1,BOLW01000000,,Northeast Agricultural University,,Illumina NovaSeq,874x,A5-MiSeq v. 20160825; SPAdes v. 3.12.0,0.0,0.0,39.0,,1538687.0,36.71104,1424.0,,,,traditional fermented foods and other habitats,isolated and identified from traditional fermented foods and other habitats,2019,China,China,,,,,,Apis mellifera,,,,,,,,,Positive,ARRAY(0x3f4f180),No,,Mesophilic,30,,Facultative,,,"In recent years, many new species of lactic acid bacteria (LAB) have been isolated and identified from traditional fermented foods and other habitats. Currently, confirmation of a new species should be based upon genome sequencing. This project will confirm at least 100 new species based upon genome sequencing.",,6.0,75910.0,50.0,,96.7,,,,2021-02-27T19:06:54.997Z
2799579.3,GCF_016861915.1,Apilactobacillus sp. HN36-1,,2799579,WGS,HN36-1,,,,,,JCM:33867,,2021-01-16T00:00:00Z,,PRJDB7793,SAMD00270481,GCA_016861915.1,BOLX01000000,,Northeast Agricultural University,,Illumina NovaSeq,908x,A5-MiSeq v. 20160825; SPAdes v. 3.12.0,0.0,0.0,37.0,,1504698.0,36.61253,1368.0,,,,traditional fermented foods and other habitats,isolated and identified from traditional fermented foods and other habitats,2019,China,China,,,,,,Apis mellifera,,,,,,,,,Positive,ARRAY(0x495f1e0),No,,Mesophilic,30,,Facultative,,,"In recent years, many new species of lactic acid bacteria (LAB) have been isolated and identified from traditional fermented foods and other habitats. Currently, confirmation of a new species should be based upon genome sequencing. This project will confirm at least 100 new species based upon genome sequencing.",,7.0,92286.0,48.0,,96.9,,,,2021-02-27T19:06:50.490Z
1423781.4,GCF_001435995.1,Lactobacillus ozensis DSM 23829 = JCM 17196,,1423781,WGS,DSM 23829,,,,,,DSM:23829,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369466,GCF_001435995.1,AYYQ01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,36.0,,1479955.0,31.9,1475.0,,1405.0,,,,2011,Japan,Japan,,,,,,Inula ciliaris,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,5.0,123075.0,53.0,,97.9,100.0,0.0,,2016-01-17T17:46:03.221Z
2008377.3,GCF_002994005.1,Lactobacillus quenuiae strain HV_6,,2008377,WGS,HV_6,,,,,,,,2018-03-12T00:00:00Z,,PRJNA429223,SAMN08331817,GCA_002994005.1,POSN01000000,,"University of California, Riverside",,illumina Miseq 2*300,34x,A5-miseq v. 20150522,,,11.0,,1575214.0,30.336761,1558.0,,,,Adult gut,isolated from flowers and bees: Lactobacillus micheneri sp,2015-09-14,USA,"USA: Riverside, CA",,,,,,Augochlorella sp.,,,,,,,,,,,,,,,,,,,"Novel species of lactic acid bacteria isolated from flowers and bees: Lactobacillus micheneri sp. nov., Lactobacillus timberlakei sp. nov., and Lactobacillus quenuiae sp. nov.",sample_type:Bee Gut Microbe,3.0,353416.0,61.0,,97.5,96.7,0.0,,2018-05-31T01:03:01.426Z
2841031.3,GCF_019656215.1,Apilactobacillus sp. F502-1,,2841031,WGS,F502-1,,,,,,,,2021-06-16T00:00:00Z,,PRJDB7793,SAMD00326014,GCA_019656215.1,BPLK01000000,,Northeast Agricultural University,,Illumina NovaSeq,684x,A5-MiSeq v. 20160825; SPAdes v. 3.12.0,0.0,0.0,8.0,,1445942.0,36.84809,1312.0,,,,traditional fermented foods and other habitats,isolated and identified from traditional fermented foods and other habitats,not applicable,China,China,,,,,,Apis mellifera (Honeybee),,,,,,,,,Positive,ARRAY(0x387d3b0),No,,Mesophilic,30,,Facultative,,,"In recent years, many new species of lactic acid bacteria (LAB) have been isolated and identified from traditional fermented foods and other habitats. Currently, confirmation of a new species should be based upon genome sequencing. This project will confirm at least 100 new species based upon genome sequencing.",,3.0,268821.0,53.0,,97.5,,,,2021-08-26T17:28:20.071Z
2841033.3,GCF_019061205.1,Apilactobacillus sp. F582-1,,2841033,WGS,F582-1,,,,,,,,2021-06-16T00:00:00Z,,PRJDB7793,SAMD00326016,GCA_019656255.1,BPLM01000000,,Northeast Agricultural University,,Illumina NovaSeq,877x,A5-MiSeq v. 20160825; SPAdes v. 3.12.0,0.0,0.0,34.0,,1433555.0,31.309576,1387.0,,,,traditional fermented foods and other habitats,isolated and identified from traditional fermented foods and other habitats,not applicable,China,China,,,,,,Apis mellifera (Honeybee),,,,,,,,,Positive,ARRAY(0x4bdbee8),No,,Mesophilic,30,,Facultative,,,"In recent years, many new species of lactic acid bacteria (LAB) have been isolated and identified from traditional fermented foods and other habitats. Currently, confirmation of a new species should be based upon genome sequencing. This project will confirm at least 100 new species based upon genome sequencing.",,6.0,78141.0,47.0,,97.4,,,,2021-08-26T17:27:54.080Z
2008380.11,GCF_006493105.1,Lactobacillus timberlakei strain HV_25 strain not applicable,,2008380,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779824,GCA_006493105.1,QUAP01000000,,"University of California, Riverside",,Illumina MiSeq,66x,a5pipeline v. 5222015,,,17.0,,1585604.0,30.392551,1584.0,,1537.0,,gut,,2015-09-14,USA,"USA: Riverside, Ca",,,,,,Dialictus sp.,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,3.0,219133.0,61.0,,97.9,,,,2019-09-30T10:59:30.066Z
2008380.3,GCF_002993965.1,Lactobacillus timberlakei strain HV_12,,2008380,WGS,HV_12,,,,,,,,2018-03-12T00:00:00Z,,PRJNA429223,SAMN08331816,GCA_002993965.1,POST01000000,,"University of California, Riverside",,illumina Miseq 2*300,15x,A5-miseq v. 20150522,,,17.0,,1542971.0,30.528631,1584.0,,,,Adult gut,isolated from flowers and bees: Lactobacillus micheneri sp,2015-09-14,USA,"USA: Riverside, CA",,,,,,Augochlorella sp.,,,,,,,,,,,,,,,,,,,"Novel species of lactic acid bacteria isolated from flowers and bees: Lactobacillus micheneri sp. nov., Lactobacillus timberlakei sp. nov., and Lactobacillus quenuiae sp. nov.",sample_type:Bee Gut Microbe,3.0,287985.0,49.0,,97.3,96.7,0.0,,2018-05-31T01:03:02.949Z
2008380.16,GCF_006493435.1,Lactobacillus timberlakei strain HV_02 strain not applicable,,2008380,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779820,GCA_006493435.1,QUAT01000000,,"University of California, Riverside",,Illumina MiSeq,54x,a5pipeline v. 5222015,,,19.0,,1497304.0,30.474752,1503.0,,1462.0,,gut,,2015-09-14,USA,"USA: Riverside, Ca",,,,,,Agapostemon sp.,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,3.0,329506.0,61.0,,97.7,,,,2019-09-30T11:03:25.358Z
2008380.15,GCF_006493425.1,Lactobacillus timberlakei strain HV_26 strain not applicable,,2008380,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779825,GCA_006493425.1,QUAO01000000,,"University of California, Riverside",,Illumina MiSeq,200x,a5pipeline v. 5222015,,,16.0,,1513910.0,30.52306,1515.0,,1471.0,,gut,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Agapostemon sp.,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,3.0,301502.0,63.0,,97.7,,,,2019-09-30T11:03:17.027Z
2008380.9,GCF_006493055.1,Lactobacillus timberlakei strain HV_04 strain not applicable,,2008380,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779827,GCA_006493055.1,QUAM01000000,,"University of California, Riverside",,Illumina MiSeq,19x,a5pipeline v. 5222015,,,19.0,,1549368.0,30.572851,1588.0,,1535.0,,gut,,2015-09-14,USA,"USA: Riverside, Ca",,,,,,Augochlorella sp.,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,3.0,289791.0,63.0,,97.6,,,,2019-09-30T10:59:21.381Z
2008380.10,GCF_006493095.1,Lactobacillus timberlakei strain HV_10 strain not applicable,,2008380,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779826,GCA_006493095.1,QUAN01000000,,"University of California, Riverside",,Illumina MiSeq,34x,a5pipeline v. 5222015,,,29.0,,1807226.0,30.2615,1836.0,,1770.0,,,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Augochlorella sp.,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,4.0,228736.0,65.0,,97.5,,,,2019-09-30T10:59:23.190Z
2008380.14,GCF_006493175.1,Lactobacillus timberlakei strain HV_09 strain not applicable,,2008380,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779821,GCA_006493175.1,QUAS01000000,,"University of California, Riverside",,Illumina MiSeq,24x,a5pipeline v. 5222015,,,29.0,,1508410.0,30.485735,1533.0,,1493.0,,gut,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Agapostemon sp.,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,3.0,203100.0,64.0,,97.6,,,,2019-09-30T11:00:01.379Z
2008380.13,GCF_006493155.1,Lactobacillus timberlakei strain HV_27 strain not applicable,,2008380,WGS,not applicable,,,,,,,,2019-06-26T00:00:00Z,,PRJNA484967,SAMN09779822,GCA_006493155.1,QUAR01000000,,"University of California, Riverside",,Illumina MiSeq,14x,a5pipeline v. 5222015,,,20.0,,1504757.0,30.462286,1536.0,,1490.0,,Nectary,,2015-09-19,USA,"USA: Riverside, Ca",,,,,,Abutilon palmeri,,,,,,,,,,,,,,,,,,,Comparative Genomics of Non-Corbiculate Bee and Flower Associated Lactobacillus Between free-living and host-associated relatives Reveal Potential Adaptation to Hosts,sample_type:Bee Gut Microbe,3.0,203065.0,61.0,,97.6,,,,2019-09-30T10:59:59.344Z
